STATION,NAME,DATE,TMAX,TMIN,TAVG
USC00041758,"CHULA VISTA, CA US",10/7/2010,70,58,64
USC00041758,"CHULA VISTA, CA US",10/8/2010,72,54,63
USC00041758,"CHULA VISTA, CA US",10/9/2010,78,55,67
USC00041758,"CHULA VISTA, CA US",10/10/2010,78,58,68
USC00041758,"CHULA VISTA, CA US",10/11/2010,71,59,65
USC00041758,"CHULA VISTA, CA US",10/12/2010,69,62,66
USC00041758,"CHULA VISTA, CA US",10/13/2010,68,60,64
USC00041758,"CHULA VISTA, CA US",10/14/2010,67,62,65
USC00041758,"CHULA VISTA, CA US",10/15/2010,66,62,64
USC00041758,"CHULA VISTA, CA US",10/16/2010,66,62,64
USC00041758,"CHULA VISTA, CA US",10/17/2010,66,61,64
USC00041758,"CHULA VISTA, CA US",10/18/2010,66,60,63
USC00041758,"CHULA VISTA, CA US",10/19/2010,65,60,63
USC00041758,"CHULA VISTA, CA US",10/20/2010,65,58,62
USC00041758,"CHULA VISTA, CA US",10/21/2010,67,58,63
USC00041758,"CHULA VISTA, CA US",10/22/2010,66,60,63
USC00041758,"CHULA VISTA, CA US",10/23/2010,66,58,62
USC00041758,"CHULA VISTA, CA US",10/24/2010,69,58,64
USC00041758,"CHULA VISTA, CA US",10/25/2010,66,60,63
USC00041758,"CHULA VISTA, CA US",10/26/2010,67,55,61
USC00041758,"CHULA VISTA, CA US",10/27/2010,83,53,68
USC00041758,"CHULA VISTA, CA US",10/28/2010,82,60,71
USC00041758,"CHULA VISTA, CA US",10/29/2010,75,59,67
USC00041758,"CHULA VISTA, CA US",10/30/2010,70,58,64
USC00041758,"CHULA VISTA, CA US",10/31/2010,67,51,59
USC00041758,"CHULA VISTA, CA US",11/1/2010,78,53,66
USC00041758,"CHULA VISTA, CA US",11/2/2010,87,59,73
USC00041758,"CHULA VISTA, CA US",11/3/2010,94,63,79
USC00041758,"CHULA VISTA, CA US",11/4/2010,97,67,82
USC00041758,"CHULA VISTA, CA US",11/5/2010,86,65,76
USC00041758,"CHULA VISTA, CA US",11/6/2010,77,61,69
USC00041758,"CHULA VISTA, CA US",11/7/2010,68,53,61
USC00041758,"CHULA VISTA, CA US",11/8/2010,64,58,61
USC00041758,"CHULA VISTA, CA US",11/9/2010,66,51,59
USC00041758,"CHULA VISTA, CA US",11/10/2010,64,50,57
USC00041758,"CHULA VISTA, CA US",11/11/2010,74,49,62
USC00041758,"CHULA VISTA, CA US",11/12/2010,75,49,62
USC00041758,"CHULA VISTA, CA US",11/13/2010,75,51,63
USC00041758,"CHULA VISTA, CA US",11/14/2010,76,52,64
USC00041758,"CHULA VISTA, CA US",11/15/2010,67,53,60
USC00041758,"CHULA VISTA, CA US",11/16/2010,64,47,56
USC00041758,"CHULA VISTA, CA US",11/17/2010,66,54,60
USC00041758,"CHULA VISTA, CA US",11/18/2010,64,48,56
USC00041758,"CHULA VISTA, CA US",11/19/2010,62,57,60
USC00041758,"CHULA VISTA, CA US",11/20/2010,61,58,60
USC00041758,"CHULA VISTA, CA US",11/21/2010,60,52,56
USC00041758,"CHULA VISTA, CA US",11/22/2010,62,46,54
USC00041758,"CHULA VISTA, CA US",11/23/2010,59,46,53
USC00041758,"CHULA VISTA, CA US",11/24/2010,56,52,54
USC00041758,"CHULA VISTA, CA US",11/25/2010,61,41,51
USC00041758,"CHULA VISTA, CA US",11/26/2010,64,39,52
USC00041758,"CHULA VISTA, CA US",11/27/2010,61,42,52
USC00041758,"CHULA VISTA, CA US",11/28/2010,58,53,56
USC00041758,"CHULA VISTA, CA US",11/29/2010,61,40,51
USC00041758,"CHULA VISTA, CA US",11/30/2010,66,39,53
USC00041758,"CHULA VISTA, CA US",12/1/2010,67,42,55
USC00041758,"CHULA VISTA, CA US",12/2/2010,67,45,56
USC00041758,"CHULA VISTA, CA US",12/3/2010,65,48,57
USC00041758,"CHULA VISTA, CA US",12/4/2010,62,47,55
USC00041758,"CHULA VISTA, CA US",12/5/2010,70,48,59
USC00041758,"CHULA VISTA, CA US",12/6/2010,68,51,60
USC00041758,"CHULA VISTA, CA US",12/7/2010,72,44,58
USC00041758,"CHULA VISTA, CA US",12/8/2010,71,44,58
USC00041758,"CHULA VISTA, CA US",12/9/2010,64,44,54
USC00041758,"CHULA VISTA, CA US",12/10/2010,61,47,54
USC00041758,"CHULA VISTA, CA US",12/11/2010,75,54,65
USC00041758,"CHULA VISTA, CA US",12/12/2010,84,53,69
USC00041758,"CHULA VISTA, CA US",12/13/2010,81,50,66
USC00041758,"CHULA VISTA, CA US",12/14/2010,81,49,65
USC00041758,"CHULA VISTA, CA US",12/15/2010,64,55,60
USC00041758,"CHULA VISTA, CA US",12/16/2010,61,50,56
USC00041758,"CHULA VISTA, CA US",12/17/2010,65,49,57
USC00041758,"CHULA VISTA, CA US",12/18/2010,63,58,61
USC00041758,"CHULA VISTA, CA US",12/19/2010,62,59,61
USC00041758,"CHULA VISTA, CA US",12/20/2010,61,59,60
USC00041758,"CHULA VISTA, CA US",12/21/2010,59,54,57
USC00041758,"CHULA VISTA, CA US",12/22/2010,61,57,59
USC00041758,"CHULA VISTA, CA US",12/23/2010,61,50,56
USC00041758,"CHULA VISTA, CA US",12/24/2010,67,45,56
USC00041758,"CHULA VISTA, CA US",12/25/2010,62,43,53
USC00041758,"CHULA VISTA, CA US",12/26/2010,62,53,58
USC00041758,"CHULA VISTA, CA US",12/27/2010,67,44,56
USC00041758,"CHULA VISTA, CA US",12/28/2010,65,43,54
USC00041758,"CHULA VISTA, CA US",12/29/2010,57,53,55
USC00041758,"CHULA VISTA, CA US",12/30/2010,56,45,51
USC00041758,"CHULA VISTA, CA US",12/31/2010,56,41,49
USC00041758,"CHULA VISTA, CA US",1/1/2011,58,44,51
USC00041758,"CHULA VISTA, CA US",1/2/2011,59,42,51
USC00041758,"CHULA VISTA, CA US",1/3/2011,58,51,55
USC00041758,"CHULA VISTA, CA US",1/4/2011,65,44,55
USC00041758,"CHULA VISTA, CA US",1/5/2011,68,45,57
USC00041758,"CHULA VISTA, CA US",1/6/2011,65,46,56
USC00041758,"CHULA VISTA, CA US",1/7/2011,59,48,54
USC00041758,"CHULA VISTA, CA US",1/8/2011,57,46,52
USC00041758,"CHULA VISTA, CA US",1/9/2011,59,49,54
USC00041758,"CHULA VISTA, CA US",1/10/2011,61,46,54
USC00041758,"CHULA VISTA, CA US",1/11/2011,69,44,57
USC00041758,"CHULA VISTA, CA US",1/12/2011,69,46,58
USC00041758,"CHULA VISTA, CA US",1/13/2011,72,48,60
USC00041758,"CHULA VISTA, CA US",1/14/2011,77,51,64
USC00041758,"CHULA VISTA, CA US",1/15/2011,78,53,66
USC00041758,"CHULA VISTA, CA US",1/16/2011,79,53,66
USC00041758,"CHULA VISTA, CA US",1/17/2011,84,55,70
USC00041758,"CHULA VISTA, CA US",1/18/2011,76,55,66
USC00041758,"CHULA VISTA, CA US",1/19/2011,67,51,59
USC00041758,"CHULA VISTA, CA US",1/20/2011,73,50,62
USC00041758,"CHULA VISTA, CA US",1/21/2011,74,48,61
USC00041758,"CHULA VISTA, CA US",1/22/2011,64,47,56
USC00041758,"CHULA VISTA, CA US",1/23/2011,75,47,61
USC00041758,"CHULA VISTA, CA US",1/24/2011,68,47,58
USC00041758,"CHULA VISTA, CA US",1/25/2011,72,47,60
USC00041758,"CHULA VISTA, CA US",1/26/2011,74,47,61
USC00041758,"CHULA VISTA, CA US",1/27/2011,74,51,63
USC00041758,"CHULA VISTA, CA US",1/28/2011,75,49,62
USC00041758,"CHULA VISTA, CA US",1/29/2011,64,46,55
USC00041758,"CHULA VISTA, CA US",1/30/2011,60,54,57
USC00041758,"CHULA VISTA, CA US",1/31/2011,61,51,56
USC00041758,"CHULA VISTA, CA US",2/1/2011,60,46,53
USC00041758,"CHULA VISTA, CA US",2/2/2011,61,45,53
USC00041758,"CHULA VISTA, CA US",2/3/2011,60,41,51
USC00041758,"CHULA VISTA, CA US",2/4/2011,59,41,50
USC00041758,"CHULA VISTA, CA US",2/5/2011,62,45,54
USC00041758,"CHULA VISTA, CA US",2/6/2011,76,46,61
USC00041758,"CHULA VISTA, CA US",2/7/2011,76,53,65
USC00041758,"CHULA VISTA, CA US",2/8/2011,61,55,58
USC00041758,"CHULA VISTA, CA US",2/9/2011,69,44,57
USC00041758,"CHULA VISTA, CA US",2/10/2011,69,45,57
USC00041758,"CHULA VISTA, CA US",2/11/2011,74,41,58
USC00041758,"CHULA VISTA, CA US",2/12/2011,73,47,60
USC00041758,"CHULA VISTA, CA US",2/13/2011,66,52,59
USC00041758,"CHULA VISTA, CA US",2/14/2011,64,49,57
USC00041758,"CHULA VISTA, CA US",2/15/2011,68,46,57
USC00041758,"CHULA VISTA, CA US",2/16/2011,65,56,61
USC00041758,"CHULA VISTA, CA US",2/17/2011,63,46,55
USC00041758,"CHULA VISTA, CA US",2/18/2011,64,50,57
USC00041758,"CHULA VISTA, CA US",2/19/2011,58,52,55
USC00041758,"CHULA VISTA, CA US",2/20/2011,56,47,52
USC00041758,"CHULA VISTA, CA US",2/21/2011,58,43,51
USC00041758,"CHULA VISTA, CA US",2/22/2011,62,43,53
USC00041758,"CHULA VISTA, CA US",2/23/2011,62,46,54
USC00041758,"CHULA VISTA, CA US",2/24/2011,63,50,57
USC00041758,"CHULA VISTA, CA US",2/25/2011,63,52,58
USC00041758,"CHULA VISTA, CA US",2/26/2011,54,49,52
USC00041758,"CHULA VISTA, CA US",2/27/2011,57,40,49
USC00041758,"CHULA VISTA, CA US",2/28/2011,63,40,52
USC00041758,"CHULA VISTA, CA US",3/1/2011,65,41,53
USC00041758,"CHULA VISTA, CA US",3/2/2011,66,43,55
USC00041758,"CHULA VISTA, CA US",3/3/2011,69,51,60
USC00041758,"CHULA VISTA, CA US",3/4/2011,70,52,61
USC00041758,"CHULA VISTA, CA US",3/5/2011,78,51,65
USC00041758,"CHULA VISTA, CA US",3/6/2011,61,48,55
USC00041758,"CHULA VISTA, CA US",3/7/2011,60,53,57
USC00041758,"CHULA VISTA, CA US",3/8/2011,68,47,58
USC00041758,"CHULA VISTA, CA US",3/9/2011,78,47,63
USC00041758,"CHULA VISTA, CA US",3/10/2011,73,48,61
USC00041758,"CHULA VISTA, CA US",3/11/2011,66,47,57
USC00041758,"CHULA VISTA, CA US",3/12/2011,60,54,57
USC00041758,"CHULA VISTA, CA US",3/13/2011,62,53,58
USC00041758,"CHULA VISTA, CA US",3/14/2011,69,50,60
USC00041758,"CHULA VISTA, CA US",3/15/2011,66,52,59
USC00041758,"CHULA VISTA, CA US",3/16/2011,64,52,58
USC00041758,"CHULA VISTA, CA US",3/17/2011,65,53,59
USC00041758,"CHULA VISTA, CA US",3/18/2011,65,48,57
USC00041758,"CHULA VISTA, CA US",3/19/2011,62,48,55
USC00041758,"CHULA VISTA, CA US",3/20/2011,61,53,57
USC00041758,"CHULA VISTA, CA US",3/21/2011,61,50,56
USC00041758,"CHULA VISTA, CA US",3/22/2011,61,48,55
USC00041758,"CHULA VISTA, CA US",3/23/2011,61,44,53
USC00041758,"CHULA VISTA, CA US",3/24/2011,61,44,53
USC00041758,"CHULA VISTA, CA US",3/25/2011,63,50,57
USC00041758,"CHULA VISTA, CA US",3/26/2011,62,48,55
USC00041758,"CHULA VISTA, CA US",3/27/2011,64,53,59
USC00041758,"CHULA VISTA, CA US",3/28/2011,63,54,59
USC00041758,"CHULA VISTA, CA US",3/29/2011,64,55,60
USC00041758,"CHULA VISTA, CA US",3/30/2011,72,51,62
USC00041758,"CHULA VISTA, CA US",3/31/2011,82,57,70
USC00041758,"CHULA VISTA, CA US",4/1/2011,76,58,67
USC00041758,"CHULA VISTA, CA US",4/2/2011,66,58,62
USC00041758,"CHULA VISTA, CA US",4/3/2011,67,59,63
USC00041758,"CHULA VISTA, CA US",4/4/2011,74,53,64
USC00041758,"CHULA VISTA, CA US",4/5/2011,72,56,64
USC00041758,"CHULA VISTA, CA US",4/6/2011,67,58,63
USC00041758,"CHULA VISTA, CA US",4/7/2011,62,57,60
USC00041758,"CHULA VISTA, CA US",4/8/2011,61,51,56
USC00041758,"CHULA VISTA, CA US",4/9/2011,61,45,53
USC00041758,"CHULA VISTA, CA US",4/10/2011,64,45,55
USC00041758,"CHULA VISTA, CA US",4/11/2011,68,49,59
USC00041758,"CHULA VISTA, CA US",4/12/2011,67,51,59
USC00041758,"CHULA VISTA, CA US",4/13/2011,62,55,59
USC00041758,"CHULA VISTA, CA US",4/14/2011,71,49,60
USC00041758,"CHULA VISTA, CA US",4/15/2011,79,53,66
USC00041758,"CHULA VISTA, CA US",4/16/2011,81,59,70
USC00041758,"CHULA VISTA, CA US",4/17/2011,70,56,63
USC00041758,"CHULA VISTA, CA US",4/18/2011,64,58,61
USC00041758,"CHULA VISTA, CA US",4/19/2011,65,58,62
USC00041758,"CHULA VISTA, CA US",4/20/2011,65,58,62
USC00041758,"CHULA VISTA, CA US",4/21/2011,68,58,63
USC00041758,"CHULA VISTA, CA US",4/22/2011,65,56,61
USC00041758,"CHULA VISTA, CA US",4/23/2011,65,56,61
USC00041758,"CHULA VISTA, CA US",4/24/2011,68,56,62
USC00041758,"CHULA VISTA, CA US",4/25/2011,68,56,62
USC00041758,"CHULA VISTA, CA US",4/26/2011,68,58,63
USC00041758,"CHULA VISTA, CA US",4/27/2011,78,54,66
USC00041758,"CHULA VISTA, CA US",4/28/2011,73,54,64
USC00041758,"CHULA VISTA, CA US",4/29/2011,65,57,61
USC00041758,"CHULA VISTA, CA US",4/30/2011,77,51,64
USC00041758,"CHULA VISTA, CA US",5/1/2011,84,48,66
USC00041758,"CHULA VISTA, CA US",5/2/2011,88,51,70
USC00041758,"CHULA VISTA, CA US",5/3/2011,93,54,74
USC00041758,"CHULA VISTA, CA US",5/4/2011,79,53,66
USC00041758,"CHULA VISTA, CA US",5/5/2011,72,60,66
USC00041758,"CHULA VISTA, CA US",5/6/2011,72,60,66
USC00041758,"CHULA VISTA, CA US",5/7/2011,70,59,65
USC00041758,"CHULA VISTA, CA US",5/8/2011,67,59,63
USC00041758,"CHULA VISTA, CA US",5/9/2011,62,55,59
USC00041758,"CHULA VISTA, CA US",5/10/2011,70,53,62
USC00041758,"CHULA VISTA, CA US",5/11/2011,70,54,62
USC00041758,"CHULA VISTA, CA US",5/12/2011,73,58,66
USC00041758,"CHULA VISTA, CA US",5/13/2011,71,56,64
USC00041758,"CHULA VISTA, CA US",5/14/2011,65,58,62
USC00041758,"CHULA VISTA, CA US",5/15/2011,65,57,61
USC00041758,"CHULA VISTA, CA US",5/16/2011,68,51,60
USC00041758,"CHULA VISTA, CA US",5/17/2011,66,54,60
USC00041758,"CHULA VISTA, CA US",5/18/2011,67,56,62
USC00041758,"CHULA VISTA, CA US",5/19/2011,65,54,60
USC00041758,"CHULA VISTA, CA US",5/20/2011,66,57,62
USC00041758,"CHULA VISTA, CA US",5/21/2011,67,59,63
USC00041758,"CHULA VISTA, CA US",5/22/2011,66,57,62
USC00041758,"CHULA VISTA, CA US",5/23/2011,64,57,61
USC00041758,"CHULA VISTA, CA US",5/24/2011,68,54,61
USC00041758,"CHULA VISTA, CA US",5/25/2011,70,53,62
USC00041758,"CHULA VISTA, CA US",5/26/2011,67,57,62
USC00041758,"CHULA VISTA, CA US",5/27/2011,72,58,65
USC00041758,"CHULA VISTA, CA US",5/28/2011,67,58,63
USC00041758,"CHULA VISTA, CA US",5/29/2011,64,56,60
USC00041758,"CHULA VISTA, CA US",5/30/2011,70,51,61
USC00041758,"CHULA VISTA, CA US",5/31/2011,71,53,62
USC00041758,"CHULA VISTA, CA US",6/1/2011,67,54,61
USC00041758,"CHULA VISTA, CA US",6/2/2011,70,52,61
USC00041758,"CHULA VISTA, CA US",6/3/2011,68,53,61
USC00041758,"CHULA VISTA, CA US",6/4/2011,66,54,60
USC00041758,"CHULA VISTA, CA US",6/5/2011,70,53,62
USC00041758,"CHULA VISTA, CA US",6/6/2011,70,57,64
USC00041758,"CHULA VISTA, CA US",6/7/2011,67,56,62
USC00041758,"CHULA VISTA, CA US",6/8/2011,67,59,63
USC00041758,"CHULA VISTA, CA US",6/9/2011,64,58,61
USC00041758,"CHULA VISTA, CA US",6/10/2011,68,58,63
USC00041758,"CHULA VISTA, CA US",6/11/2011,67,60,64
USC00041758,"CHULA VISTA, CA US",6/12/2011,68,59,64
USC00041758,"CHULA VISTA, CA US",6/13/2011,69,59,64
USC00041758,"CHULA VISTA, CA US",6/14/2011,69,62,66
USC00041758,"CHULA VISTA, CA US",6/15/2011,68,59,64
USC00041758,"CHULA VISTA, CA US",6/16/2011,67,59,63
USC00041758,"CHULA VISTA, CA US",6/17/2011,68,60,64
USC00041758,"CHULA VISTA, CA US",6/18/2011,70,59,65
USC00041758,"CHULA VISTA, CA US",6/19/2011,68,61,65
USC00041758,"CHULA VISTA, CA US",6/20/2011,69,61,65
USC00041758,"CHULA VISTA, CA US",6/21/2011,73,63,68
USC00041758,"CHULA VISTA, CA US",6/22/2011,72,62,67
USC00041758,"CHULA VISTA, CA US",6/23/2011,70,61,66
USC00041758,"CHULA VISTA, CA US",6/24/2011,69,61,65
USC00041758,"CHULA VISTA, CA US",6/25/2011,76,63,70
USC00041758,"CHULA VISTA, CA US",6/26/2011,77,60,69
USC00041758,"CHULA VISTA, CA US",6/27/2011,71,60,66
USC00041758,"CHULA VISTA, CA US",6/28/2011,69,60,65
USC00041758,"CHULA VISTA, CA US",6/29/2011,73,62,68
USC00041758,"CHULA VISTA, CA US",6/30/2011,75,60,68
USC00041758,"CHULA VISTA, CA US",7/1/2011,73,59,66
USC00041758,"CHULA VISTA, CA US",7/2/2011,73,63,68
USC00041758,"CHULA VISTA, CA US",7/3/2011,71,64,68
USC00041758,"CHULA VISTA, CA US",7/4/2011,74,64,69
USC00041758,"CHULA VISTA, CA US",7/5/2011,77,66,72
USC00041758,"CHULA VISTA, CA US",7/6/2011,80,69,75
USC00041758,"CHULA VISTA, CA US",7/7/2011,85,69,77
USC00041758,"CHULA VISTA, CA US",7/8/2011,79,68,74
USC00041758,"CHULA VISTA, CA US",7/9/2011,75,67,71
USC00041758,"CHULA VISTA, CA US",7/10/2011,72,65,69
USC00041758,"CHULA VISTA, CA US",7/11/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",7/12/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",7/13/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",7/14/2011,71,64,68
USC00041758,"CHULA VISTA, CA US",7/15/2011,72,63,68
USC00041758,"CHULA VISTA, CA US",7/16/2011,73,64,69
USC00041758,"CHULA VISTA, CA US",7/17/2011,74,62,68
USC00041758,"CHULA VISTA, CA US",7/18/2011,75,62,69
USC00041758,"CHULA VISTA, CA US",7/19/2011,76,64,70
USC00041758,"CHULA VISTA, CA US",7/20/2011,74,64,69
USC00041758,"CHULA VISTA, CA US",7/21/2011,72,63,68
USC00041758,"CHULA VISTA, CA US",7/22/2011,72,63,68
USC00041758,"CHULA VISTA, CA US",7/23/2011,72,63,68
USC00041758,"CHULA VISTA, CA US",7/24/2011,75,61,68
USC00041758,"CHULA VISTA, CA US",7/25/2011,78,64,71
USC00041758,"CHULA VISTA, CA US",7/26/2011,75,66,71
USC00041758,"CHULA VISTA, CA US",7/27/2011,75,63,69
USC00041758,"CHULA VISTA, CA US",7/28/2011,73,65,69
USC00041758,"CHULA VISTA, CA US",7/29/2011,75,67,71
USC00041758,"CHULA VISTA, CA US",7/30/2011,75,67,71
USC00041758,"CHULA VISTA, CA US",7/31/2011,76,68,72
USC00041758,"CHULA VISTA, CA US",8/1/2011,80,66,73
USC00041758,"CHULA VISTA, CA US",8/2/2011,83,69,76
USC00041758,"CHULA VISTA, CA US",8/3/2011,78,64,71
USC00041758,"CHULA VISTA, CA US",8/4/2011,75,60,68
USC00041758,"CHULA VISTA, CA US",8/5/2011,71,58,65
USC00041758,"CHULA VISTA, CA US",8/6/2011,71,64,68
USC00041758,"CHULA VISTA, CA US",8/7/2011,74,62,68
USC00041758,"CHULA VISTA, CA US",8/8/2011,73,62,68
USC00041758,"CHULA VISTA, CA US",8/9/2011,73,61,67
USC00041758,"CHULA VISTA, CA US",8/10/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",8/11/2011,73,62,68
USC00041758,"CHULA VISTA, CA US",8/12/2011,72,65,69
USC00041758,"CHULA VISTA, CA US",8/13/2011,72,61,67
USC00041758,"CHULA VISTA, CA US",8/14/2011,74,63,69
USC00041758,"CHULA VISTA, CA US",8/15/2011,73,65,69
USC00041758,"CHULA VISTA, CA US",8/16/2011,75,62,69
USC00041758,"CHULA VISTA, CA US",8/17/2011,76,62,69
USC00041758,"CHULA VISTA, CA US",8/18/2011,73,62,68
USC00041758,"CHULA VISTA, CA US",8/19/2011,70,62,66
USC00041758,"CHULA VISTA, CA US",8/20/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",8/21/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",8/22/2011,76,62,69
USC00041758,"CHULA VISTA, CA US",8/23/2011,78,63,71
USC00041758,"CHULA VISTA, CA US",8/24/2011,76,64,70
USC00041758,"CHULA VISTA, CA US",8/25/2011,78,65,72
USC00041758,"CHULA VISTA, CA US",8/26/2011,79,67,73
USC00041758,"CHULA VISTA, CA US",8/27/2011,80,68,74
USC00041758,"CHULA VISTA, CA US",8/28/2011,77,67,72
USC00041758,"CHULA VISTA, CA US",8/29/2011,76,65,71
USC00041758,"CHULA VISTA, CA US",8/30/2011,74,63,69
USC00041758,"CHULA VISTA, CA US",8/31/2011,72,64,68
USC00041758,"CHULA VISTA, CA US",9/1/2011,73,63,68
USC00041758,"CHULA VISTA, CA US",9/2/2011,73,63,68
USC00041758,"CHULA VISTA, CA US",9/3/2011,73,63,68
USC00041758,"CHULA VISTA, CA US",9/4/2011,75,61,68
USC00041758,"CHULA VISTA, CA US",9/5/2011,75,65,70
USC00041758,"CHULA VISTA, CA US",9/6/2011,97,68,83
USC00041758,"CHULA VISTA, CA US",9/7/2011,91,69,80
USC00041758,"CHULA VISTA, CA US",9/8/2011,89,68,79
USC00041758,"CHULA VISTA, CA US",9/9/2011,69,64,67
USC00041758,"CHULA VISTA, CA US",9/10/2011,70,61,66
USC00041758,"CHULA VISTA, CA US",9/11/2011,73,64,69
USC00041758,"CHULA VISTA, CA US",9/12/2011,77,60,69
USC00041758,"CHULA VISTA, CA US",9/13/2011,71,64,68
USC00041758,"CHULA VISTA, CA US",9/14/2011,70,63,67
USC00041758,"CHULA VISTA, CA US",9/15/2011,71,64,68
USC00041758,"CHULA VISTA, CA US",9/16/2011,70,63,67
USC00041758,"CHULA VISTA, CA US",9/17/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",9/18/2011,73,55,64
USC00041758,"CHULA VISTA, CA US",9/19/2011,74,58,66
USC00041758,"CHULA VISTA, CA US",9/20/2011,72,61,67
USC00041758,"CHULA VISTA, CA US",9/21/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",9/22/2011,73,60,67
USC00041758,"CHULA VISTA, CA US",9/23/2011,70,61,66
USC00041758,"CHULA VISTA, CA US",9/24/2011,71,63,67
USC00041758,"CHULA VISTA, CA US",9/25/2011,73,64,69
USC00041758,"CHULA VISTA, CA US",9/26/2011,72,63,68
USC00041758,"CHULA VISTA, CA US",9/27/2011,70,60,65
USC00041758,"CHULA VISTA, CA US",9/28/2011,71,62,67
USC00041758,"CHULA VISTA, CA US",9/29/2011,71,60,66
USC00041758,"CHULA VISTA, CA US",9/30/2011,76,60,68
USC00041758,"CHULA VISTA, CA US",10/1/2011,79,59,69
USC00041758,"CHULA VISTA, CA US",10/2/2011,79,60,70
USC00041758,"CHULA VISTA, CA US",10/3/2011,85,61,73
USC00041758,"CHULA VISTA, CA US",10/4/2011,70,61,66
USC00041758,"CHULA VISTA, CA US",10/5/2011,69,58,64
USC00041758,"CHULA VISTA, CA US",10/6/2011,67,58,63
USC00041758,"CHULA VISTA, CA US",10/7/2011,69,51,60
USC00041758,"CHULA VISTA, CA US",10/8/2011,74,53,64
USC00041758,"CHULA VISTA, CA US",10/9/2011,80,55,68
USC00041758,"CHULA VISTA, CA US",10/10/2011,73,52,63
USC00041758,"CHULA VISTA, CA US",10/11/2011,76,53,65
USC00041758,"CHULA VISTA, CA US",10/12/2011,95,61,78
USC00041758,"CHULA VISTA, CA US",10/13/2011,84,66,75
USC00041758,"CHULA VISTA, CA US",10/14/2011,72,61,67
USC00041758,"CHULA VISTA, CA US",10/15/2011,70,61,66
USC00041758,"CHULA VISTA, CA US",10/16/2011,71,60,66
USC00041758,"CHULA VISTA, CA US",10/17/2011,73,55,64
USC00041758,"CHULA VISTA, CA US",10/18/2011,71,60,66
USC00041758,"CHULA VISTA, CA US",10/19/2011,67,61,64
USC00041758,"CHULA VISTA, CA US",10/20/2011,69,61,65
USC00041758,"CHULA VISTA, CA US",10/21/2011,69,61,65
USC00041758,"CHULA VISTA, CA US",10/22/2011,68,55,62
USC00041758,"CHULA VISTA, CA US",10/23/2011,63,58,61
USC00041758,"CHULA VISTA, CA US",10/24/2011,67,60,64
USC00041758,"CHULA VISTA, CA US",10/25/2011,67,60,64
USC00041758,"CHULA VISTA, CA US",10/26/2011,68,58,63
USC00041758,"CHULA VISTA, CA US",10/27/2011,75,52,64
USC00041758,"CHULA VISTA, CA US",10/28/2011,77,51,64
USC00041758,"CHULA VISTA, CA US",10/29/2011,73,52,63
USC00041758,"CHULA VISTA, CA US",10/30/2011,69,52,61
USC00041758,"CHULA VISTA, CA US",10/31/2011,74,53,64
USC00041758,"CHULA VISTA, CA US",11/1/2011,65,55,60
USC00041758,"CHULA VISTA, CA US",11/2/2011,84,52,68
USC00041758,"CHULA VISTA, CA US",11/3/2011,67,51,59
USC00041758,"CHULA VISTA, CA US",11/4/2011,62,53,58
USC00041758,"CHULA VISTA, CA US",11/5/2011,62,50,56
USC00041758,"CHULA VISTA, CA US",11/6/2011,60,49,55
USC00041758,"CHULA VISTA, CA US",11/7/2011,63,50,57
USC00041758,"CHULA VISTA, CA US",11/8/2011,69,46,58
USC00041758,"CHULA VISTA, CA US",11/9/2011,77,46,62
USC00041758,"CHULA VISTA, CA US",11/10/2011,77,55,66
USC00041758,"CHULA VISTA, CA US",11/11/2011,75,56,66
USC00041758,"CHULA VISTA, CA US",11/12/2011,61,52,57
USC00041758,"CHULA VISTA, CA US",11/13/2011,70,48,59
USC00041758,"CHULA VISTA, CA US",11/14/2011,67,50,59
USC00041758,"CHULA VISTA, CA US",11/15/2011,66,57,62
USC00041758,"CHULA VISTA, CA US",11/16/2011,66,51,59
USC00041758,"CHULA VISTA, CA US",11/17/2011,65,48,57
USC00041758,"CHULA VISTA, CA US",11/18/2011,61,55,58
USC00041758,"CHULA VISTA, CA US",11/19/2011,62,53,58
USC00041758,"CHULA VISTA, CA US",11/20/2011,65,52,59
USC00041758,"CHULA VISTA, CA US",11/21/2011,63,49,56
USC00041758,"CHULA VISTA, CA US",11/22/2011,66,45,56
USC00041758,"CHULA VISTA, CA US",11/23/2011,64,45,55
USC00041758,"CHULA VISTA, CA US",11/24/2011,63,52,58
USC00041758,"CHULA VISTA, CA US",11/25/2011,66,46,56
USC00041758,"CHULA VISTA, CA US",11/26/2011,79,45,62
USC00041758,"CHULA VISTA, CA US",11/27/2011,85,54,70
USC00041758,"CHULA VISTA, CA US",11/28/2011,78,48,63
USC00041758,"CHULA VISTA, CA US",12/1/2011,60,49,55
USC00041758,"CHULA VISTA, CA US",12/2/2011,63,52,58
USC00041758,"CHULA VISTA, CA US",12/3/2011,62,48,55
USC00041758,"CHULA VISTA, CA US",12/4/2011,61,40,51
USC00041758,"CHULA VISTA, CA US",12/5/2011,61,44,53
